date,id,prices,price_diff,market_caps,market_caps_diff,total_volumes,total_volumes_diff,date,open,high,low
2021-03-31,bitcoin,1.0,0.0,40730247053.69,202272046.09000397,92130603672.34,3198374583.529999,2021-03-31,1.0,1.0,1.0
2021-04-03,bitcoin,1.0,0.0,41789686877.7,954498726.1199951,108843432225.42,-5685780080.869995,2021-04-03,1.0,1.0,1.0
2021-04-07,bitcoin,1.0,0.0,43125054016.87,580689016.5600052,144419699226.41,10691249012.070007,2021-04-07,1.0,1.0,1.0
2021-04-11,bitcoin,1.0,0.0,44559427154.36,675462161.5800018,118138129937.98,23724677796.5,2021-04-11,1.0,1.0,1.0
2021-04-15,bitcoin,1.0,0.0,45928633894.54,410626814.8499985,178587906699.99,26167684387.0,2021-04-15,1.0,1.0,1.0
2021-04-19,bitcoin,1.0,0.0,48440253076.17,459823521.0400009,231570650959.96,49853650387.16998,2021-04-19,1.0,1.0,1.0
2021-04-23,bitcoin,1.0,0.0,49655032885.85,478751971.5699997,165685803341.16,36908891150.23001,2021-04-23,1.0,1.0,1.0
2021-04-27,bitcoin,1.0,0.0,50177957598.77,-122804009.5699997,124925410140.98,26850091952.03,2021-04-27,1.0,1.0,1.0
2021-04-30,bitcoin,1.0,0.0,51252930927.27,143685923.7899933,107508264231.08,-12213101446.839996,2021-04-30,1.0,1.0,1.0
2021-05-03,bitcoin,1.0,0.0,51994800962.16,315365932.51000214,102052657221.79,-4153998051.8400116,2021-05-03,1.0,1.0,1.0
2021-05-07,bitcoin,1.0,0.0,53739048757.24,715219723.0599976,213475746556.76,9793812000.830017,2021-05-07,1.0,1.0,1.0
2021-05-11,bitcoin,1.01,0.010000000000000009,56104046205.32,310875256.3199997,205115226774.05,2901689380.8599854,2021-05-11,1.0,1.01,1.0
2021-05-15,bitcoin,1.0,0.010000000000000009,58027326444.75,92242059.55999756,175624828057.72,-82478014980.41,2021-05-15,1.0,1.0,0.99
2021-05-19,bitcoin,1.0,-0.010000000000000009,58284037564.0,-107603376.33999634,163210282173.65,-29448853292.399994,2021-05-19,1.0,1.01,1.0
2021-05-23,bitcoin,1.0,0.0,59767412543.61,1138234064.5599976,140620569897.16,-45429547760.0,2021-05-23,0.99,1.0,0.99
2021-05-27,bitcoin,1.0,0.0,60846903800.99,539421590.3699951,123158893927.66,-15499874524.169983,2021-05-27,1.0,1.0,1.0
2021-05-31,bitcoin,1.0,0.0,61799686628.77,382709414.6800003,95498961357.0,-16049823050.910004,2021-05-31,1.0,1.0,1.0
2021-06-03,bitcoin,1.0,0.0,61905332784.34,-204826847.9900055,97323504109.9,-8509187328.029999,2021-06-03,1.0,1.0,1.0
2021-06-07,bitcoin,1.0,0.0,62589210931.38,269575893.7099991,60531968484.72,-20641635003.86,2021-06-07,1.0,1.0,1.0
2021-06-11,bitcoin,1.0,0.0,63018063098.89,350790231.3899994,79669972988.33,-20397238702.17,2021-06-11,1.0,1.0,1.0
2021-06-15,bitcoin,1.0,0.0,62843943664.46,106327331.19000244,72213893675.95,5674261122.389999,2021-06-15,1.0,1.0,1.0
2021-06-19,bitcoin,1.0,0.0,62781866043.75,-134124195.01999664,61477956089.02,2123673438.4899979,2021-06-19,1.0,1.0,1.0
2021-06-23,bitcoin,1.0,0.0,62958009950.42,524678384.2999954,103160369172.51,13385446452.809998,2021-06-23,1.0,1.0,1.0
2021-06-27,bitcoin,1.0,0.0,63630251952.03,859556072.9300003,65951955503.55,-3515246727.069992,2021-06-27,1.0,1.0,1.0
2021-06-30,bitcoin,1.0,0.0,62662681797.32,-295005839.55000305,69037137059.71,5157960301.050003,2021-06-30,1.0,1.0,1.0
2021-07-03,bitcoin,1.0,0.0,62826352745.32,61403319.13999939,50482915323.62,-9551262720.519997,2021-07-03,1.0,1.0,1.0
2021-07-07,bitcoin,1.0,0.0,62673222840.56,-122241934.29000092,53122112243.69,1187569928.5,2021-07-07,1.0,1.0,1.0
2021-07-11,bitcoin,1.0,0.0,62625649753.64,28362529.94000244,39308222825.93,-10834774255.379997,2021-07-11,1.0,1.0,1.0
2021-07-15,bitcoin,1.0,0.0,62311226405.84,-313853014.76000214,44457108723.08,5275964432.330002,2021-07-15,1.0,1.0,1.0
2021-07-19,bitcoin,1.0,0.0,62544907666.83,268301537.3600006,34327353001.95,-1549214283.2000008,2021-07-19,1.0,1.0,1.0
2021-07-23,bitcoin,1.0,0.0,62140538003.42,-130733232.4300003,43428813456.05,-12042097178.509995,2021-07-23,1.0,1.0,1.0
2021-07-27,bitcoin,1.01,0.010000000000000009,62186756799.68,151458084.23000336,87720501569.92,44659702722.74,2021-07-27,1.0,1.01,1.0
